filename,announcement_number,asx_code,exchange,sensitive,headline,rec_type,rec_date,rec_time,rel_date,rel_time,n_pages,rep_types
2024030602781956,3A638300,LIC,3,N,Ceasing to be a substantial holder from CGF,E,2024-03-06,0 days 16:16:53,2024-03-06,0 days 16:19:39,9,['02003']
2024030602781957,2A1510284,CTW,2,N,CitiFirst Instal MINIs Strike Changes Effective 7 Mar 2024,E,2024-03-06,0 days 16:19:32,2024-03-06,0 days 16:21:19,13,['18001']
2024030602781958,2A1510285,CTW,2,N,CitiFirst MINIs Strike Changes Effective 7 Mar 2024,E,2024-03-06,0 days 16:20:07,2024-03-06,0 days 16:21:34,41,['18002']
2024030602781959,6A1197065,NTM,6,N,Letter to Shareholders - GM Notice of Meeting,E,2024-03-06,0 days 16:16:03,2024-03-06,0 days 16:21:49,1,"['08006', '16002']"
2024030602781960,2A1510286,RZI,2,N,Change of Director's Interest Notice - RH,E,2024-03-06,0 days 16:24:22,2024-03-06,0 days 16:25:34,2,['02009']
2024030602781961,2A1510287,BOQ,2,Y,Moody's Rating Update,E,2024-03-06,0 days 16:23:50,2024-03-06,0 days 16:28:09,1,['03023']
2024030602781962,6A1197068,ARU,6,N,Notification of cessation of securities - ARU,E,2024-03-06,0 days 16:25:33,2024-03-06,0 days 16:28:24,4,['06027']
2024030602781963,2A1510288,SEC,2,N,Net Tangible Asset Backing,E,2024-03-06,0 days 16:27:55,2024-03-06,0 days 16:28:49,1,['03016']
2024030602781964,6A1197069,ARU,6,N,Quoted Options Expire,E,2024-03-06,0 days 16:28:37,2024-03-06,0 days 16:29:39,1,['06009']
2024030602781965,6A1197070,BCI,6,N,Change in substantial holding,E,2024-03-06,0 days 16:27:43,2024-03-06,0 days 16:29:44,3,['02002']
2024030602781966,6A1197071,SHP,6,N,Change of Director's Interest Notice * 5,E,2024-03-06,0 days 16:28:49,2024-03-06,0 days 16:31:54,16,['02009']
2024030602781967,3A638301,LNW,3,N,Statement of CDIs on issue - LNW,E,2024-03-06,0 days 16:31:09,2024-03-06,0 days 16:32:14,2,['06007']
2024030602781968,3A638302,BFG,3,N,Summary of key terms of Employment Agreements for Co-CEOs,E,2024-03-06,0 days 16:32:00,2024-03-06,0 days 16:33:59,1,['12008']
2024030602781969,6A1197072,CAI,6,N,Application for quotation of securities - CAI,E,2024-03-06,0 days 16:36:16,2024-03-06,0 days 16:37:14,5,['06020']
2024030602781970,6A1197073,ANG,6,N,Update - Dividend/Distribution - ANG,E,2024-03-06,0 days 16:36:42,2024-03-06,0 days 16:37:49,6,"['10006', '10001', '10002', '10003']"
2024030602781971,6A1197074,BCI,6,N,Change in substantial holding from SVW,E,2024-03-06,0 days 16:35:43,2024-03-06,0 days 16:39:14,6,['02002']
2024030602781972,2A1510290,SLC,2,N,SLC Leadership Team Update,E,2024-03-06,0 days 16:37:10,2024-03-06,0 days 16:39:44,2,['12008']
2024030602781973,3A638303,CTT,3,N,Change in substantial holding,E,2024-03-06,0 days 16:38:58,2024-03-06,0 days 16:40:09,3,['02002']
2024030602781974,3A638304,BEN,3,N,Dividend/Distribution - BENPG,E,2024-03-06,0 days 16:41:57,2024-03-06,0 days 16:44:25,5,"['10001', '10002', '10003']"
2024030602781975,6A1197067,SRK,6,Y,Shareholders Approve Disposal of Paulsens East Project,E,2024-03-06,0 days 16:25:03,2024-03-06,0 days 16:47:05,1,"['07002', '09014', '03022']"
2024030602781976,6A1197066,SRK,6,N,Results of General Meeting,E,2024-03-06,0 days 16:23:05,2024-03-06,0 days 16:47:40,1,['08003']
2024030602781977,2A1510292,SEC,2,N,Net Tangible Asset Backing,E,2024-03-06,0 days 16:48:57,2024-03-06,0 days 16:50:00,1,['03016']
2024030602781978,2A1510293,APE,2,N,Change of Director's Interest Notice - PRATER,E,2024-03-06,0 days 16:50:25,2024-03-06,0 days 16:51:55,3,['02009']
2024030602781979,2A1510294,ECP,2,N,Update - Dividend/Distribution - ECP,E,2024-03-06,0 days 16:53:29,2024-03-06,0 days 16:54:35,6,"['10006', '10001', '10002', '10003']"
2024030602781980,6A1197075,SRX,6,N,Change in substantial holding,E,2024-03-06,0 days 16:57:33,2024-03-06,0 days 16:59:55,12,['02002']
2024030602781981,2A1510295,JEP,2,N,Distribution Notice,E,2024-03-06,0 days 16:59:35,2024-03-06,0 days 17:05:25,2,"['10001', '10002', '10003']"
2024030602781982,2A1510301,BEX,2,N,Change in substantial holding from TEK,E,2024-03-06,0 days 17:00:24,2024-03-06,0 days 17:06:45,4,['02002']
2024030602781983,2A1510296,BEX,2,N,Change in substantial holding from Tiga Trading Pty Ltd,E,2024-03-06,0 days 17:01:59,2024-03-06,0 days 17:07:05,4,['02002']
2024030602781984,2A1510297,MGF,2,N,Becoming a substantial holder,E,2024-03-06,0 days 17:02:06,2024-03-06,0 days 17:07:35,5,['02001']
2024030602781985,6A1197076,PFE,6,N,Application for quotation of securities - PFE,E,2024-03-06,0 days 17:03:16,2024-03-06,0 days 17:07:45,7,['06020']
2024030602781986,6A1197078,FCG,6,N,Change of Director's Interest Notice,E,2024-03-06,0 days 17:09:09,2024-03-06,0 days 17:12:30,2,['02009']
2024030602781987,6A1197079,PFE,6,N,Notice Under Section 708A,E,2024-03-06,0 days 17:09:33,2024-03-06,0 days 17:15:00,1,['06018']
2024030602781988,6A1197080,FGL,6,N,Application for quotation of securities - FGL,E,2024-03-06,0 days 17:12:28,2024-03-06,0 days 17:15:15,6,['06020']
2024030602781989,3A638307,AN3,3,Y,AN3PG Suspension from Official Quotation,E,2024-03-06,0 days 16:53:39,2024-03-06,0 days 17:15:30,1,['09001']
2024030602781990,6A1197081,ADT,6,N,Statement of CDIs on issue - ADT,E,2024-03-06,0 days 17:13:08,2024-03-06,0 days 17:15:30,3,['06007']
2024030602781991,6A1197082,ARL,6,N,Notification of cessation of securities - ARL,E,2024-03-06,0 days 17:13:12,2024-03-06,0 days 17:15:45,4,['06027']
2024030602781992,2A1510302,WBC,2,N,Moody's upgrades ratings for Westpac Banking Corporation,E,2024-03-06,0 days 17:09:53,2024-03-06,0 days 17:17:05,1,['03023']
2024030602781993,3A638308,DXN,3,N,Details of Company Address,E,2024-03-06,0 days 17:19:02,2024-03-06,0 days 17:20:55,1,"['12002', '12003']"
2024030602781994,6A1197077,OEQ,6,Y,Update on $5 Million Receivable on Termination of Royalty,E,2024-03-06,0 days 17:06:12,2024-03-06,0 days 17:21:20,1,['11001']
2024030602781995,2A1510303,URF,2,N,Weekly NAV Estimate,E,2024-03-06,0 days 17:19:09,2024-03-06,0 days 17:21:40,1,['03016']
2024030602781996,6A1197085,PFE,6,N,Notification regarding unquoted securities - PFE,E,2024-03-06,0 days 17:19:59,2024-03-06,0 days 17:22:25,7,['06021']
2024030602781997,2A1510304,PCG,2,N,Appendix 3Y Change in Director's Interest - David Groves,E,2024-03-06,0 days 17:19:44,2024-03-06,0 days 17:22:50,3,['02009']
2024030602781998,6A1197086,FME,6,N,Cleansing Notice,E,2024-03-06,0 days 17:22:40,2024-03-06,0 days 17:24:45,1,['06018']
2024030602781999,6A1197088,LYK,6,N,Ceasing to be a substantial holder,E,2024-03-06,0 days 17:24:03,2024-03-06,0 days 17:26:15,1,['02003']
2024030602782000,6A1197084,FGL,6,N,Cleansing Notice,E,2024-03-06,0 days 17:17:43,2024-03-06,0 days 17:26:50,1,['06018']
2024030602782001,2A1510307,CTW,2,N,CitiFirst WDS SFI MINIs Divdend Estimated Amount,E,2024-03-06,0 days 17:25:58,2024-03-06,0 days 17:27:35,1,['18006']
2024030602782002,2A1510308,CTW,2,N,CitiFirst BHP SFI MINIs Divdend Estimated Amount,E,2024-03-06,0 days 17:26:25,2024-03-06,0 days 17:27:50,1,['18006']
2024030602782003,2A1510309,CTW,2,N,CitiFirst RIO SFI MINIs Dividend,E,2024-03-06,0 days 17:26:57,2024-03-06,0 days 17:28:00,1,['18006']
2024030602782004,2A1510311,CTW,2,N,CitiFirst PTM SFI MINIs Dividend,E,2024-03-06,0 days 17:27:34,2024-03-06,0 days 17:28:15,1,['18006']
2024030602782005,6A1197089,AQI,6,N,Notification of cessation of securities - AQI,E,2024-03-06,0 days 17:27:07,2024-03-06,0 days 17:28:50,4,['06027']
2024030602782006,6A1197090,AQI,6,N,Change of Director's Interest Notice,E,2024-03-06,0 days 17:28:12,2024-03-06,0 days 17:29:05,2,['02009']
2024030602782007,2A1510306,INA,2,N,Ceasing to be a substantial holder,E,2024-03-06,0 days 17:26:00,2024-03-06,0 days 17:29:15,4,['02003']
2024030602782008,3A638309,ACL,3,N,Ceasing to be a substantial holder,E,2024-03-06,0 days 17:26:42,2024-03-06,0 days 17:29:30,4,['02003']
2024030602782009,2A1510310,ACW,2,N,Actinogen CMO presents at ADPD 2024 conference,E,2024-03-06,0 days 17:26:31,2024-03-06,0 days 17:30:50,4,['11001']
2024030602782010,6A1197091,PFE,6,N,Notification regarding unquoted securities - PFE,E,2024-03-06,0 days 17:29:05,2024-03-06,0 days 17:30:55,6,['06021']
2024030602782011,2A1510305,SVW,2,N,Completion of Dispatch of Bidders Statement,E,2024-03-06,0 days 17:25:09,2024-03-06,0 days 17:31:00,2,['01009']
2024030602782012,2A1510313,QUB,2,N,Appendix 3Y,E,2024-03-06,0 days 17:30:16,2024-03-06,0 days 17:32:00,2,['02009']
2024030602782013,6A1197092,SMN,6,N,Notification of expiry of quoted options,E,2024-03-06,0 days 17:33:43,2024-03-06,0 days 17:35:25,1,['06009']
2024030602782014,6A1197094,MPX,6,N,Notice relating to Performance Rights,E,2024-03-06,0 days 17:37:03,2024-03-06,0 days 17:38:55,1,['06009']
2024030602782015,6A1197083,OPL,6,N,Notification of cessation of securities - OPL,E,2024-03-06,0 days 17:13:39,2024-03-06,0 days 17:39:00,4,['06027']
2024030602782016,6A1197093,DOR,6,N,Notice of General Meeting/Proxy Form,E,2024-03-06,0 days 17:34:12,2024-03-06,0 days 17:41:55,102,"['08004', '08007']"
2024030602782017,6A1197095,MPX,6,N,Notification of cessation of securities - MPX,E,2024-03-06,0 days 17:41:03,2024-03-06,0 days 17:42:30,4,['06027']
2024030602782018,6A1197096,MPX,6,N,Change of Director's Interest Notice x3,E,2024-03-06,0 days 17:41:49,2024-03-06,0 days 17:42:55,7,['02009']
2024030602782019,6A1197097,PLL,6,N,Notification regarding unquoted securities - PLL,E,2024-03-06,0 days 17:42:54,2024-03-06,0 days 17:44:15,7,['06021']
2024030602782020,6A1197098,TG1,6,N,Half Year Report and Accounts,E,2024-03-06,0 days 17:44:00,2024-03-06,0 days 17:47:05,50,"['03009', '03010', '03015', '03019']"
2024030602782021,6A1197099,PLL,6,N,Statement of CDIs on issue - PLL,E,2024-03-06,0 days 17:47:30,2024-03-06,0 days 17:48:25,3,['06007']
2024030602782022,2A1510314,RUL,2,N,Ceasing to be a substantial holder,E,2024-03-06,0 days 17:47:47,2024-03-06,0 days 17:52:20,6,['02003']
2024030602782023,6A1197100,RFA,6,N,Administrative Correction,E,2024-03-06,0 days 17:51:35,2024-03-06,0 days 17:54:55,2,"['06008', '12008']"
2024030602782024,6A1197101,BNL,6,N,Change of Director's Interest Notice,E,2024-03-06,0 days 17:55:53,2024-03-06,0 days 17:57:20,3,['02009']
2024030602782025,6A1197102,KP2,6,N,Statement of CDIs on issue - KP2,E,2024-03-06,0 days 17:59:20,2024-03-06,0 days 18:00:05,2,['06007']
2024030602782026,3A638310,VUK,3,N,Transaction in Own Shares and CDIs,E,2024-03-06,0 days 17:53:09,2024-03-06,0 days 18:03:20,17,['06009']
2024030602782027,6A1197103,PLL,6,N,Notice Under Section 708A,E,2024-03-06,0 days 18:03:38,2024-03-06,0 days 18:04:55,1,['06018']
2024030602782028,6A1197104,DMG,6,N,Half Year Accounts,E,2024-03-06,0 days 18:03:17,2024-03-06,0 days 18:08:25,22,"['03009', '03010', '03015', '03019']"
2024030602782029,3A638311,AEE,3,N,Application for quotation of securities - AEE,E,2024-03-06,0 days 18:08:08,2024-03-06,0 days 18:09:35,6,['06020']
2024030602782030,2A1510315,DRO,2,N,Change of Director's Interest Notice,E,2024-03-06,0 days 18:07:26,2024-03-06,0 days 18:11:50,3,['02009']
2024030602782031,3A638312,NUF,3,N,Change in substantial holding,E,2024-03-06,0 days 17:48:39,2024-03-06,0 days 18:12:30,5,['02002']
2024030602782032,2A1510316,DRO,2,N,Change of Director's Interest Notice,E,2024-03-06,0 days 18:09:58,2024-03-06,0 days 18:15:30,3,['02009']
2024030602782033,2A1510317,DRO,2,N,Change of Director's Interest Notice,E,2024-03-06,0 days 18:13:21,2024-03-06,0 days 18:15:50,3,['02009']
2024030602782034,6A1197105,CSC,6,N,Cleansing Prospectus,E,2024-03-06,0 days 18:13:06,2024-03-06,0 days 18:19:35,321,['06010']
2024030602782035,6A1197106,RR1,6,N,Change of Share Registry Details,E,2024-03-06,0 days 18:15:52,2024-03-06,0 days 18:20:00,2,['12004']
2024030602782036,2A1510318,DRO,2,N,Application for quotation of securities - DRO,E,2024-03-06,0 days 18:20:12,2024-03-06,0 days 18:21:15,6,['06020']
2024030602782037,6A1197107,MXO,6,N,Motio Interim Results Webinar Re-Scheduled,E,2024-03-06,0 days 18:26:56,2024-03-06,0 days 18:29:20,1,"['14014', '12008']"
2024030602782038,2A1510319,DRO,2,N,Cleansing Notice,E,2024-03-06,0 days 18:24:11,2024-03-06,0 days 18:29:30,1,['06018']
2024030602782039,6A1197108,CZN,6,N,Half Yearly Report and Accounts,E,2024-03-06,0 days 18:30:35,2024-03-06,0 days 18:32:50,26,"['03009', '03010', '03015', '03019']"
2024030602782040,6A1197109,DYM,6,N,Half Yearly Report and Accounts,E,2024-03-06,0 days 18:30:38,2024-03-06,0 days 18:34:40,27,"['03009', '03010', '03015', '03019']"
2024030602782041,2A1510320,BIL,2,Y,REVISED ESTIMATED DISTRIBUTION ANNOUNCEMENT,E,2024-03-06,0 days 18:33:52,2024-03-06,0 days 18:36:15,2,"['10001', '10002', '10003']"
2024030602782042,2A1510321,EIQ,2,N,Application for quotation of securities - EIQ,E,2024-03-06,0 days 18:38:33,2024-03-06,0 days 18:40:20,8,['06020']
2024030602782043,6A1197110,TOE,6,N,Change of Share Registry,E,2024-03-06,0 days 18:41:14,2024-03-06,0 days 18:43:35,1,['12004']
2024030602782044,2A1510322,EIQ,2,N,Cleansing Notice,E,2024-03-06,0 days 18:47:49,2024-03-06,0 days 18:49:30,1,['06018']
2024030602782045,6A1197111,ICI,6,N,Application for quotation of securities - ICI,E,2024-03-06,0 days 18:46:32,2024-03-06,0 days 18:52:45,5,['06020']
2024030602782046,6A1197112,ICI,6,N,Cleansing Notice,E,2024-03-06,0 days 18:47:33,2024-03-06,0 days 18:54:10,1,['06018']
2024030602782047,6A1197113,M2R,6,N,Change of Director's Interest Notice (AK),E,2024-03-06,0 days 19:05:29,2024-03-06,0 days 19:06:40,3,['02009']
2024030602782048,6A1197114,ASR,6,N,Application for quotation of securities - ASR,E,2024-03-06,0 days 19:06:49,2024-03-06,0 days 19:08:20,6,['06020']
2024030602782049,6A1197115,ASR,6,N,Cleansing Notice 708A,E,2024-03-06,0 days 19:07:33,2024-03-06,0 days 19:08:40,1,['06018']
2024030602782050,6A1197116,CTM,6,N,CTM Change of Share Registry Details,E,2024-03-06,0 days 19:09:08,2024-03-06,0 days 19:11:30,1,['12004']
2024030602782051,6A1197117,BNZ,6,N,Statement of CDIs on issue - BNZ,E,2024-03-06,0 days 19:16:46,2024-03-06,0 days 19:18:00,3,['06007']
2024030602782052,2A1510323,A2B,2,N,Ceasing to be a substantial holder from MS,E,2024-03-06,0 days 19:22:03,2024-03-06,0 days 19:25:30,6,['02003']
2024030602782053,2A1510324,INA,2,N,Becoming a substantial holder from MUFG,E,2024-03-06,0 days 19:21:39,2024-03-06,0 days 19:26:20,53,['02001']
2024030602782054,6A1197118,IMD,6,N,Becoming a substantial holder from MUFG,E,2024-03-06,0 days 19:25:42,2024-03-06,0 days 19:28:30,121,['02001']
2024030602782055,3A638314,ACL,3,N,Becoming a substantial holder from MUFG,E,2024-03-06,0 days 19:28:03,2024-03-06,0 days 19:30:40,76,['02001']
2024030602782056,2A1510326,DOW,2,N,Ceasing to be a substantial holder from MUFG,E,2024-03-06,0 days 19:30:11,2024-03-06,0 days 19:34:20,11,['02003']
2024030602782057,6A1197119,LRV,6,N,Change of Registered Office Address,E,2024-03-06,0 days 19:30:56,2024-03-06,0 days 19:35:00,1,['12003']
2024030602782058,2A1510327,MCA,2,N,Initial Director's Interest Notice,E,2024-03-06,0 days 19:32:07,2024-03-06,0 days 19:35:35,2,['02008']
2024030602782059,3A638315,NAB,3,N,Upgrades to NAB's ratings from Moody's,E,2024-03-06,0 days 19:34:29,2024-03-06,0 days 19:39:25,1,['03023']
2024030602782060,6A1197120,RVT,6,N,Change of Director's Interest Notice,E,2024-03-06,0 days 19:33:54,2024-03-06,0 days 19:41:45,3,['02009']
2024030602782061,2A1510328,ALQ,2,N,Becoming a substantial holder,E,2024-03-06,0 days 19:45:28,2024-03-06,0 days 19:48:10,17,['02001']
2024030602782062,2A1510329,CSR,2,N,Change in substantial holding,E,2024-03-06,0 days 19:47:31,2024-03-06,0 days 19:51:55,34,['02002']
2024030602782063,6A1197121,LLO,6,N,Notification of cessation of securities - LLO,E,2024-03-06,0 days 19:45:07,2024-03-06,0 days 19:52:50,4,['06027']
2024030602782064,2A1510330,DOW,2,N,Ceasing to be a substantial holder,E,2024-03-06,0 days 19:52:20,2024-03-06,0 days 19:54:05,5,['02003']
2024030602782065,3A638316,RWC,3,N,Becoming a substantial holder,E,2024-03-06,0 days 19:54:11,2024-03-06,0 days 19:56:30,27,['02001']
2024030602782066,3A638317,WEB,3,N,Becoming a substantial holder,E,2024-03-06,0 days 19:56:06,2024-03-06,0 days 19:57:35,27,['02001']
2024030602782067,6A1197122,OSX,6,N,Appendix 3Y - Change of Director's Interest Notice x 3,E,2024-03-06,0 days 20:00:00,2024-03-06,0 days 20:01:25,9,['02009']
2024030602782068,2A1510331,SFY,2,N,Daily Fund Update,E,2024-03-06,0 days 20:18:33,2024-03-06,0 days 20:20:46,4,['03018']
2024030602782069,6A1197124,PFE,6,N,Prospectus,E,2024-03-06,0 days 20:20:27,2024-03-06,0 days 20:23:01,40,"['06003', '06010']"
2024030602782070,2A1510332,SLF,2,N,Daily Fund Update,E,2024-03-06,0 days 20:20:12,2024-03-06,0 days 20:23:26,4,['03018']
2024030602782071,2A1510333,STW,2,N,Daily Fund Update,E,2024-03-06,0 days 20:22:07,2024-03-06,0 days 20:23:56,9,['03018']
2024030602782072,6A1197123,ZOR,6,N,End of Day,E,2024-03-06,0 days 20:08:12,2024-03-06,0 days 20:30:36,1,['09013']
2024030702782073,6A1197151,ZOR,6,N,E Map Test,E,2024-03-07,0 days 05:52:33,2024-03-07,0 days 06:38:24,1,['14100']
2024030702782074,2A1510344,CHL,2,Y,THL: thl sells shareholding in Camplify Holdings Limited,E,2024-03-07,0 days 07:09:15,2024-03-07,0 days 07:30:14,2,['02006']
2024030702782075,2A1510338,CEN,2,N,Update - Dividend/Distribution - CEN,E,2024-03-07,0 days 06:13:33,2024-03-07,0 days 07:30:29,5,"['10006', '10001', '10002', '10003']"
2024030702782076,2A1510339,SKT,2,N,Update - Notification of buy-back - SKT,E,2024-03-07,0 days 06:38:38,2024-03-07,0 days 07:30:39,6,['06012']
2024030702782077,2A1510340,SKT,2,N,Notification of cessation of securities - SKT,E,2024-03-07,0 days 06:41:09,2024-03-07,0 days 07:30:49,4,['06027']
2024030702782078,2A1510349,CEN,2,N,Update to gas supply forecast,E,2024-03-07,0 days 07:51:48,2024-03-07,0 days 07:53:44,1,['11001']
2024030702782079,2A1510350,SKT,2,N,Change of Director's Interest Notice - Philip Bowman,E,2024-03-07,0 days 07:51:40,2024-03-07,0 days 07:53:54,5,"['02006', '02009']"
2024030702782080,6A1197126,ERW,6,N,Half Year Financial Report,E,2024-03-06,0 days 20:30:05,2024-03-07,0 days 08:15:34,21,"['03009', '03010', '03015', '03019']"
2024030702782081,3A638318,ATH,3,N,Becoming a substantial holder,E,2024-03-06,0 days 20:34:42,2024-03-07,0 days 08:15:44,5,['02001']
2024030702782082,2A1510334,GNC,2,N,Change of Director's Interest Notice - R Spurway,E,2024-03-06,0 days 21:10:22,2024-03-07,0 days 08:15:54,3,['02009']
2024030702782083,6A1197128,PRN,6,N,Update - Notification of buy-back - PRN,E,2024-03-06,0 days 21:40:53,2024-03-07,0 days 08:15:59,6,['06012']
2024030702782084,6A1197129,CWX,6,Y,MLEM Survey Program Underway at Fraser Range,E,2024-03-06,0 days 21:47:48,2024-03-07,0 days 08:16:14,6,['11001']
2024030702782085,6A1197130,RNT,6,N,RentPay Launches New Payment Methods,E,2024-03-06,0 days 22:23:23,2024-03-07,0 days 08:16:24,3,['11001']
2024030702782086,6A1197131,YRL,6,Y,Drilling Commences at Ironstone Well - Barwidgee,E,2024-03-06,0 days 22:49:56,2024-03-07,0 days 08:16:39,5,['11001']
2024030702782087,6A1197132,TVN,6,Y,Tivan plans for Fluorite mineral resource expansion,E,2024-03-06,0 days 23:07:31,2024-03-07,0 days 08:16:49,3,['11001']
2024030702782088,6A1197133,AZI,6,Y,Altamin Signs MoU with IREN For Lazio Lithium Project,E,2024-03-06,0 days 23:08:57,2024-03-07,0 days 08:16:54,5,['11001']
2024030702782089,6A1197134,NXG,6,N,NexGen Energy to Host Year End Conference Call,E,2024-03-06,0 days 23:26:18,2024-03-07,0 days 08:17:04,4,['14014']
2024030702782090,6A1197136,DRE,6,Y,Significant Untested Uranium Targets - Bresnahan,E,2024-03-06,0 days 23:44:25,2024-03-07,0 days 08:17:09,14,['11001']
2024030702782091,2A1510342,HUM,2,N,Update - Notification of buy-back - HUM,E,2024-03-07,0 days 07:11:14,2024-03-07,0 days 08:17:19,6,['06012']
2024030702782092,6A1197137,HVY,6,Y,Garnet Offtake MOU Signed (Non-Binding),E,2024-03-07,0 days 00:02:54,2024-03-07,0 days 08:17:20,2,['11001']
2024030702782093,2A1510343,NEC,2,N,Update - Notification of buy-back - NEC,E,2024-03-07,0 days 07:13:07,2024-03-07,0 days 08:17:29,6,['06012']
2024030702782094,6A1197138,BPH,6,N,Investor Webinar Presentation,E,2024-03-07,0 days 00:11:45,2024-03-07,0 days 08:17:30,1,['14014']
2024030702782095,6A1197139,EVG,6,N,Development continues in Madagascar,E,2024-03-07,0 days 00:13:50,2024-03-07,0 days 08:17:34,4,['11001']
2024030702782096,6A1197140,PAA,6,N,Application for quotation of securities - PAA,E,2024-03-07,0 days 00:17:38,2024-03-07,0 days 08:17:39,6,['06020']
2024030702782097,6A1197141,PAA,6,N,Cleansing Notice,E,2024-03-07,0 days 00:20:14,2024-03-07,0 days 08:17:49,1,['06018']
2024030702782098,2A1510335,PL8,2,N,Net Tangible Asset Backing,E,2024-03-07,0 days 00:16:53,2024-03-07,0 days 08:17:59,1,['03016']
2024030702782099,2A1510346,GIV,2,N,Monthly Units on Issue and Redemptions - February 2024,E,2024-03-07,0 days 07:31:32,2024-03-07,0 days 08:18:04,1,"['03014', '06007']"
2024030702782100,2A1510336,MEU,2,Y,Huge uranium potential on MEU side of Jasons,E,2024-03-07,0 days 00:31:23,2024-03-07,0 days 08:18:09,6,['11001']
2024030702782101,6A1197142,MAU,6,Y,Outstanding value demonstrated by PFS at Lady Julie Project,E,2024-03-07,0 days 01:11:43,2024-03-07,0 days 08:18:19,128,['11001']
2024030702782102,2A1510354,AMP,2,N,Update - Notification of buy-back - AMP,E,2024-03-07,0 days 08:16:56,2024-03-07,0 days 08:18:20,6,['06012']
2024030702782103,2A1510337,JHX,2,N,Update - Notification of buy-back - JHX,E,2024-03-07,0 days 01:29:11,2024-03-07,0 days 08:18:24,6,['06012']
2024030702782104,6A1197146,TMG,6,N,Trigg Completes Acquisition of QLD Tenements,E,2024-03-07,0 days 02:15:02,2024-03-07,0 days 08:18:34,4,"['07001', '11001']"
2024030702782105,3A638322,AMA,3,N,Non-Executive Director Appointments,E,2024-03-07,0 days 07:58:43,2024-03-07,0 days 08:18:35,1,['12001']
2024030702782106,2A1510347,ING,2,N,Acquisition of Bostock Brothers Limited in New Zealand,E,2024-03-07,0 days 07:30:54,2024-03-07,0 days 08:18:39,2,['07001']
2024030702782107,6A1197153,DVP,6,N,Half Year Accounts,E,2024-03-07,0 days 07:56:19,2024-03-07,0 days 08:18:40,25,"['03009', '03010', '03015', '03019']"
2024030702782108,6A1197149,BTR,6,Y,Maiden Gold Pour From Menzies Joint Venture,E,2024-03-07,0 days 02:30:11,2024-03-07,0 days 08:18:44,6,['11001']
2024030702782109,3A638319,TRS,3,N,Update - Notification of buy-back - TRS,E,2024-03-07,0 days 07:44:33,2024-03-07,0 days 08:18:49,6,['06012']
2024030702782110,2A1510351,TPW,2,N,Update - Notification of buy-back - TPW,E,2024-03-07,0 days 08:02:15,2024-03-07,0 days 08:18:54,6,['06012']
2024030702782111,2A1510348,HLI,2,N,Update - Notification of buy-back - HLI,E,2024-03-07,0 days 07:48:55,2024-03-07,0 days 08:18:55,6,['06012']
2024030702782112,3A638323,AMA,3,N,Initial Director's Interest Notices,E,2024-03-07,0 days 08:01:59,2024-03-07,0 days 08:18:55,5,['02008']
2024030702782113,3A638320,1AD,3,N,Share Cafe webinar on Phase I results,E,2024-03-07,0 days 07:50:44,2024-03-07,0 days 08:19:04,2,['14014']
2024030702782114,6A1197150,BMN,6,N,Half Yearly Report and Accounts,E,2024-03-07,0 days 03:24:17,2024-03-07,0 days 08:19:05,29,"['03009', '03010', '03015', '03019']"
2024030702782115,6A1197152,CSC,6,N,Statement of CDIs on issue - CSC,E,2024-03-07,0 days 06:13:04,2024-03-07,0 days 08:19:09,3,['06007']
2024030702782116,2A1510353,GDF,2,N,Update - Notification of buy-back - GDF,E,2024-03-07,0 days 08:11:48,2024-03-07,0 days 08:19:10,6,['06012']
2024030702782117,3A638321,JRV,3,N,Jervois Organisational Restructure,E,2024-03-07,0 days 07:53:41,2024-03-07,0 days 08:19:29,2,['12008']
2024030702782118,2A1510356,WOT,2,N,Update - Notification of buy-back - WOT,E,2024-03-07,0 days 08:19:05,2024-03-07,0 days 08:19:34,6,['06012']
2024030702782119,2A1510352,GQG,2,Y,FUM as at 29 February 2024,E,2024-03-07,0 days 08:10:13,2024-03-07,0 days 08:19:44,1,['03014']
2024030702782120,2A1510357,MOG,2,N,MOGL - Monthly Redemption and Units on Issue - Feb 24,E,2024-03-07,0 days 08:19:21,2024-03-07,0 days 08:20:54,2,"['03016', '06007']"
2024030702782121,2A1510358,MKA,2,N,MKAX - Monthly Redemption and Units on Issue - Feb 24,E,2024-03-07,0 days 08:20:47,2024-03-07,0 days 08:21:54,2,"['03016', '06007']"
2024030702782122,6A1197156,WAK,6,N,Appointment of Non-Executive Director,E,2024-03-07,0 days 08:19:56,2024-03-07,0 days 08:22:44,1,['12001']
2024030702782123,6A1197157,DRA,6,N,Val Coetzee Appointed to Executive Position,E,2024-03-07,0 days 08:19:23,2024-03-07,0 days 08:22:54,2,['12008']
2024030702782124,2A1510359,AJX,2,N,Investor Webinar - H1/FY2024 Results,E,2024-03-07,0 days 08:21:05,2024-03-07,0 days 08:23:09,1,"['14014', '03004']"
2024030702782125,6A1197158,EMV,6,N,Board Changes,E,2024-03-07,0 days 08:23:01,2024-03-07,0 days 08:25:19,2,['12001']
2024030702782126,3A638325,SXL,3,Y,Response to Indicative Proposal,E,2024-03-07,0 days 08:22:31,2024-03-07,0 days 08:25:54,2,"['01012', '01013', '01007']"
2024030702782127,2A1510360,PAI,2,N,Update - Notification of buy-back - PAI,E,2024-03-07,0 days 08:25:14,2024-03-07,0 days 08:26:04,6,['06012']
